class,prediction
0,0.916154583175191
0,0.857378086552169
0,0.438882907822899
0,0.666991066918796
0,0.175525429917889
0,0.20036135998441
0,0.600422990016676
0,0.276757827109118
0,0.365939463584591
0,0.527491597642538
0,0.922992046285128
0,0.457089104895802
0,0.0990606532660005
0,0.472545537815638
0,0.498680912504982
0,1.23866844287364e-07
0,0.814571265672599
0,0.700286228752793
0,0.14053815396216
0,0.546954035714408
0,0.426236929285757
0,0.238712885681673
0,0.455811401028926
0,0.402831466966255
0,0.0120244756605522
0,0.206225926745296
0,0.762331012339955
0,0.98333488575823
0,0.982840089674422
0,0.794931895098373
0,0.473626012495953
0,0.114802039457908
0,0.436818006195311
0,0.232442677726868
0,9.31416670910984e-11
0,3.93446714223195e-05
0,2.22044604925031e-16
0,0.0144940491502381
0,0.499299853667235
0,0.172897615662316
0,0.539223339926687
0,0.0174721705924191
0,0.0361417835006095
0,0.678404736096867
0,0.999959876163612
0,0.117317980215714
0,0.081332051185338
0,0.224035669700629
0,0.053278032281938
0,0.401463698018396
0,0.340721330282829
0,0.000171049873227575
0,0.20755906315244
0,0.944330652315142
0,0.316501444687825
0,0.258296025699568
0,2.28772855693478e-06
0,0.0257694701968868
0,0.0762333451271958
0,0.94200991749315
0,0.0989331335198888
0,0.638280201931339
0,0.950010946968531
0,0.18081393787513
0,0.0915658914822807
0,0.143065581847218
0,0.231667973867249
0,0.0131152808999732
0,0.347997197249953
0,0.999628171376227
0,0.00671661945235168
0,0.934065988259694
0,0.739913531537944
0,0.507939085333645
0,0.606209865900739
0,0.0972502615138651
0,0.712832388734121
0,0.658868426581383
0,0.277628212988392
0,1.2853975361444e-08
0,0.300902305483078
0,0.677083625173061
0,0.373397379201401
0,0.498876499479342
0,0.972280645260552
0,0.855820264828076
0,0.77332839892492
0,0.408186974808519
0,0.28384589252923
0,0.549722049666328
0,0.82412139415223
0,0.102148730183971
0,0.481818413036879
0,0.381948963526528
0,0.0117379244448935
0,0.632242084482873
0,0.358390047177642
0,0.0299725780132897
0,0.00099844584172138
0,0.577171382142513
0,0.16872830651438
0,0.569365118266932
0,0.147903398592386
0,0.555348358853099
0,0.488632022926599
0,0.242444092110248
1,0.195704734136477
1,0.388783104519319
1,0.583064172165898
1,0.108683911086245
1,0.517871995425958
1,0.650679196247489
1,0.730533439027998
1,0.586726891341585
1,0.454723601057065
1,0.470677439531905
1,0.877711216174746
1,0.999953410022891
1,0.759914533316351
1,0.715889247067604
1,0.528270963494392
1,0.928237401624488
1,0.819099847823985
1,0.881031884945365
1,0.733049559071705
1,0.860219057859952
1,0.3068934524896
1,0.204991784666292
1,0.711328085903151
1,0.0666659513716772
1,0.675054958067058
1,0.416867610337432
1,0.694868659422466
1,0.700645898829633
1,0.29050471132559
1,0.999998637052137
1,0.963089650797041
1,0.106358025855498
1,0.0677084290242618
1,0.999950074586232
1,0.966478743267756
1,0.364810184513809
1,0.871993466593533
1,0.778224956020951
1,0.183912530573302
1,0.610602111707587
1,7.69839609161858e-05
1,0.816523816134013
1,0.906707065744339
1,0.877949343934461
1,0.824398279481535
1,0.929975820911028
1,0.786484566527938
1,0.973364823522438
1,0.113915699320714
1,0.0372271924664555
1,0.340648597534982
1,0.426948605834828
1,0.835391517138993
1,0.999668671652417
1,0.515869405966323
1,0.0702450626270576
1,0.760993334889575
1,0.000749492090993531
1,0.570722099500363
1,0.594217132479919
1,0.0796356665336545
1,0.959367609113485
1,0.579232629603523
1,0.193015087756516
1,0.864344557918537
1,0.769014370278962
1,0.00173411736270156
1,0.769455851891303
1,0.637310417220235
1,0.67629939981979
1,0.305096019366849
1,0.467574573065635
1,0.750732426548824
1,0.321645940023141
1,0.841315563481734
1,0.961692053861305
1,0.816498947917403
1,0.657206182525229
1,0.274095374661307
1,0.378084775319542
1,0.981967414776062
1,0.727976336559965
1,0.263378072969632
1,0.877226418864111
1,0.724742211547731
1,0.00222403276276308
1,0.502457938737888
1,0.74333276296645
1,0.834318571246179
1,0.685294403185257
1,0.979942405940473
1,0.137427122122978
1,0.0283690441228344
1,0.329003680675029
1,0.705053104771792
