class,prediction
0,0.502
0,0.79
0,0.646666666666667
0,0.381333333333333
0,0.335333333333333
0,0.37
0,0.526666666666667
0,0.502666666666667
0,0.592
0,0.389333333333333
0,0.605333333333333
0,0.567333333333333
0,0.312
0,0.268
0,0.447333333333333
0,0.455333333333333
0,0.549333333333333
0,0.752
0,0.359333333333333
0,0.362
0,0.530666666666667
0,0.399333333333333
0,0.710666666666667
0,0.392
0,0.165333333333333
0,0.611333333333333
0,0.640666666666667
0,0.682
0,0.787333333333333
0,0.522
0,0.126666666666667
0,0.317333333333333
0,0.464
0,0.231333333333333
0,0.464
0,0.582
0,0.409333333333333
0,0.409333333333333
0,0.216666666666667
0,0.118
0,0.526
0,0.471333333333333
0,0.414666666666667
0,0.463333333333333
0,0.317333333333333
0,0.357333333333333
0,0.176666666666667
0,0.332666666666667
0,0.344
0,0.289333333333333
0,0.27
0,0.192666666666667
0,0.315333333333333
0,0.457333333333333
0,0.341333333333333
0,0.213333333333333
0,0.232
0,0.226
0,0.216666666666667
0,0.283333333333333
0,0.103333333333333
0,0.452
0,0.466
0,0.259333333333333
0,0.322666666666667
0,0.114
0,0.514666666666667
0,0.37
0,0.438
0,0.334
0,0.216666666666667
0,0.37
0,0.448666666666667
0,0.234
0,0.432666666666667
0,0.338666666666667
0,0.238666666666667
0,0.447333333333333
0,0.683333333333333
0,0.298
0,0.6
0,0.73
0,0.342
0,0.329333333333333
0,0.478666666666667
0,0.434666666666667
0,0.494
0,0.545333333333333
0,0.384666666666667
0,0.194666666666667
0,0.257333333333333
0,0.304
0,0.324
0,0.626
0,0.392
0,0.507333333333333
0,0.352666666666667
0,0.301333333333333
0,0.378666666666667
0,0.463333333333333
0,0.332666666666667
0,0.324
0,0.232
0,0.394
0,0.157333333333333
0,0.502666666666667
1,0.466666666666667
1,0.545333333333333
1,0.374
1,0.630666666666667
1,0.389333333333333
1,0.543333333333333
1,0.360666666666667
1,0.65
1,0.578
1,0.472
1,0.728666666666667
1,0.184666666666667
1,0.554
1,0.229333333333333
1,0.322666666666667
1,0.608
1,0.546666666666667
1,0.638666666666667
1,0.232
1,0.335333333333333
1,0.470666666666667
1,0.546666666666667
1,0.529333333333333
1,0.354
1,0.175333333333333
1,0.642
1,0.529333333333333
1,0.401333333333333
1,0.226
1,0.266
1,0.516
1,0.320666666666667
1,0.559333333333333
1,0.74
1,0.649333333333333
1,0.779333333333333
1,0.724666666666667
1,0.398666666666667
1,0.658666666666667
1,0.798666666666667
1,0.502
1,0.292
1,0.442
1,0.771333333333333
1,0.546666666666667
1,0.494666666666667
1,0.765333333333333
1,0.652
1,0.642
1,0.358666666666667
1,0.608
1,0.636
1,0.618666666666667
1,0.362666666666667
1,0.875333333333333
1,0.241333333333333
1,0.493333333333333
1,0.373333333333333
1,0.714
1,0.712
1,0.53
1,0.371333333333333
1,0.844
1,0.695333333333333
1,0.572666666666667
1,0.333333333333333
1,0.613333333333333
1,0.66
1,0.516666666666667
1,0.469333333333333
1,0.712666666666667
1,0.756666666666667
1,0.818666666666667
1,0.574666666666667
1,0.556
1,0.678666666666667
1,0.669333333333333
1,0.655333333333333
1,0.830666666666667
1,0.640666666666667
1,0.665333333333333
1,0.542
1,0.606
1,0.794
1,0.427333333333333
1,0.737333333333333
1,0.626
1,0.664
1,0.814
1,0.760666666666667
1,0.744
1,0.516
1,0.765333333333333
1,0.572
1,0.476666666666667
