class,prediction
0,0.058
0,0.106
0,0.118
0,0.06
0,0.072
0,0.02
0,0.062
0,0.044
0,0.008
0,0.056
0,0.1
0,0.042
0,0.216
0,0.024
0,0.046
0,0.008
0,0.2
0,0.134
0,0.068
0,0.158
0,0.254
0,0.156
0,0.142
0,0.078
0,0.052
0,0.19
0,0.124
0,0.056
0,0.198
0,0.19
0,0.062
0,0.112
0,0.158
0,0.092
0,0.168
0,0.262
0,0.058
0,0.124
0,0.126
0,0.062
0,0.066
0,0.02
0,0.056
0,0.038
0,0.12
0,0.096
0,0.07
0,0.002
0,0.064
0,0.038
0,0.048
0,0.012
0,0.032
0,0.008
0,0.064
0,0.064
0,0.23
0,0.016
0,0.066
0,0.186
0,0.062
0,0.114
0,0.122
0,0.052
0,0.16
0,0.09
0,0.03
0,0.024
0,0.052
0,0.126
0,0.182
0,0.076
0,0.054
0,0.132
0,0
0,0.054
0,0.072
0,0.222
0,0.052
0,0.112
0,0.042
0,0.102
0,0.218
0,0.142
0,0.008
0,0.11
0,0.076
0,0.066
0,0.078
0,0.186
0,0.018
0,0.104
0,0.086
0,0.05
0,0.108
0,0.056
0,0.14
0,0.078
0,0.01
0,0.026
0,0.082
1,0.722
0,0.058
0,0.078
0,0.066
0,0.204
0,0.068
0,0.052
0,0.006
0,0.062
0,0.16
1,0.744
1,0.798
1,0.8
1,0.832
1,0.902
1,0.882
1,0.826
1,0.87
1,0.834
1,0.71
0,0.144
1,0.69
1,0.694
1,0.752
1,0.824
1,0.752
0,0.076
0,0.084
1,0.672
0,0.114
0,0.122
1,0.832
1,0.686
0,0.138
1,0.756
0,0.044
0,0.166
1,0.746
1,0.746
0,0.13
1,0.662
1,0.864
1,0.764
1,0.776
0,0.184
1,0.746
0,0.06
1,0.72
1,0.772
1,0.752
0,0.06
1,0.764
0,0.19
0,0.224
0,0.04
1,0.812
1,0.816
0,0.07
0,0.01
0,0.198
1,0.79
0,0.122
1,0.77
1,0.832
1,0.806
1,0.848
0,0.04
1,0.86
0,0.152
1,0.884
1,0.804
0,0.022
0,0.12
1,0.672
0,0.106
1,0.78
0,0.234
1,0.798
1,0.79
1,0.702
0,0.198
1,0.852
1,0.79
1,0.706
1,0.66
1,0.852
1,0.77
1,0.81
