class,prediction
0,9.99011276938343e-13
0,5.27907373836416e-11
0,1.2140439455222e-10
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,4.33729598022495e-11
0,2.22044604925031e-16
0,2.22044604925031e-16
0,1.71585134715451e-11
0,4.24282941521952e-11
0,2.7326706412132e-11
0,3.95494494819249e-11
0,2.22044604925031e-16
0,2.21693049508848e-11
0,4.31353600850792e-11
0,2.22044604925031e-16
0,2.22044604925031e-16
0,1.95547781856695e-11
0,2.68643997281045e-11
0,1.06354166104199e-10
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.99144525818151e-11
0,7.97657425918222e-12
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,1.49039838983623e-10
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,1.62770107061048e-12
0,2.22044604925031e-16
0,1.71875316378377e-11
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,5.76695399256842e-12
0,2.22044604925031e-16
0,1.18644482950645e-12
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,1.39164567449808e-12
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,4.60267228647758e-11
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,7.54973470045643e-11
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.02757898549344e-11
0,2.22044604925031e-16
0,6.9177959421438e-12
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,1.92874062312896e-11
0,1.01622696949527e-11
0,2.22044604925031e-16
0,2.22044604925031e-16
0,7.44902646572597e-11
0,3.76624263324004e-11
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,6.49714370832145e-11
0,1.27631893736768e-11
0,2.22044604925031e-16
0,2.22044604925031e-16
0,7.8684043899196e-12
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,1.95488099542434e-12
0,2.22044604925031e-16
0,6.67337807628308e-11
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,7.55576135104517e-11
0,2.22044604925031e-16
0,2.22044604925031e-16
0,1.68519650382618e-11
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,1.67989527227439e-10
0,3.35885120417848e-11
0,1.5615119594739e-11
0,2.22044604925031e-16
0,7.67749566763914e-11
0,3.11122892039181e-11
0,7.68905107962912e-11
0,1.090396500178e-11
0,1.09517595425803e-10
0,2.22044604925031e-16
0,6.31968564669094e-13
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,1.79586692768592e-12
0,1.40324245020194e-11
0,8.27839372991578e-12
0,2.22044604925031e-16
0,3.389550937447e-11
0,2.43306586196428e-10
0,5.95606359088493e-11
0,2.52310037895732e-10
0,2.43717627163424e-10
0,2.30911434395923e-11
0,2.22044604925031e-16
0,8.08814741012006e-12
0,2.22044604925031e-16
0,2.47376100386731e-11
0,9.43253745040176e-12
0,2.22044604925031e-16
0,4.95896068474533e-11
0,2.22044604925031e-16
0,3.13605623083307e-10
0,2.22044604925031e-16
0,2.22044604925031e-16
1,0.999999999947041
1,0.999999999941047
1,0.999999999950873
1,0.999999999995639
1,0.999999999915204
1,0.999999999999621
1,0.999999999999334
1,0.999999999978214
1,0.999999999957357
1,0.999999999992629
1,1
1,0.999999999973674
1,0.999999999850124
1,0.9999999996003
1,0.999999999890739
1,1
1,0.999999999995693
1,0.999999999935577
1,1
1,0.999999999993519
1,0.999999999977105
1,1
1,0.999999999855841
1,0.999999999821434
1,0.999999999818174
1,0.999999999946751
1,1
1,0.999999999938404
1,1
1,0.999999999970769
1,0.999999999892557
1,0.999999999939571
1,0.999999999940709
1,1
1,0.999999999919638
