class,prediction
0,0.07
0,0.026
0,0.122
0,0.072
0,0.026
0,0.022
0,0.082
0,0.146
0,0.012
0,0.03
0,0.094
0,0.018
0,0.084
0,0.026
0,0.074
0,0.014
0,0.14
0,0.062
0,0.026
0,0.098
0,0.126
0,0.11
0,0.07
0,0.002
0,0.046
0,0.156
0,0.094
0,0.054
0,0.058
0,0.058
0,0.058
0,0.104
0,0.098
0,0.086
0,0.074
0,0.064
0,0.004
0,0.128
0,0.082
0,0.022
0,0.04
0,0.06
0,0.026
0,0.02
0,0.04
0,0.05
0,0.01
0,0.002
0,0.05
0,0.016
0,0.046
0,0.016
0,0.032
0,0.05
0,0.042
0,0.032
0,0.046
0,0.008
0,0.124
0,0.056
0,0.018
0,0.022
0,0.08
0,0.042
0,0.1
0,0.036
0,0.022
0,0.024
0,0.012
0,0.036
0,0.066
0,0.036
0,0.04
0,0.042
0,0.13
0,0.02
0,0.078
0,0.084
0,0.03
0,0.06
0,0.018
0,0.018
0,0.096
0,0.078
0,0.008
0,0.04
0,0.072
0,0.05
0,0.096
0,0.138
0,0.016
0,0.032
0,0.068
0,0.064
0,0.116
0,0.012
0,0.062
0,0.018
0,0.012
0,0.002
0,0.068
1,0.754
0,0.064
0,0.038
0,0.044
0,0.092
0,0.038
0,0.022
0,0.058
0,0.066
1,0.75
1,0.726
0,0.118
1,0.724
1,0.716
1,0.82
0,0.158
0,0.158
1,0.824
0,0.08
0,0.128
1,0.64
0,0.158
1,0.712
0,0.118
0,0.048
0,0.042
0,0.1
0,0.028
0,0.032
0,0.072
0,0.128
0,0.048
1,0.762
1,0.838
0,0.096
0,0.12
1,0.732
1,0.702
0,0.16
1,0.704
1,0.814
1,0.726
1,0.738
0,0.132
0,0.11
0,0.042
0,0.152
1,0.772
0,0.036
0,0.13
0,0.078
0,0.084
0,0.098
1,0.83
1,0.732
0,0.04
0,0.002
0,0.168
0,0.072
0,0.126
1,0.742
1,0.812
0,0.03
1,0.782
0,0.052
1,0.834
0,0.216
0,0.03
0,0.17
1,0.616
0,0.118
1,0.82
0,0.092
1,0.77
0,0.14
1,0.74
0,0.192
1,0.834
1,0.838
1,0.728
1,0.654
1,0.858
1,0.744
1,0.764
