class,prediction
0,2.22044604925031e-16
0,1.1023120624271e-12
0,0.999999999948227
0,1.23622471775733e-07
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.0425353253880896
0,2.22044604925031e-16
0,0.00012087311339062
0,2.28479381118139e-11
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.0619682230883207
0,1
0,0.469434645939351
0,0.666666662845893
0,0.00143482525651607
0,0.333333333333333
0,0.999999989927479
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.666666666666667
0,0.33333334721675
0,1
0,8.06045082750451e-14
0,0.333333333334669
0,0.666664989221383
0,0.333333333697038
0,0.333333333333333
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.651270618556287
0,2.22044604925031e-16
0,0.333334440442678
0,2.22044604925031e-16
0,0.0417764113096435
0,2.22044604925031e-16
0,0.666666666666667
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.332557262556722
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,7.96417121965161e-05
0,2.22044604925031e-16
0,2.22044604925031e-16
0,4.40573665860137e-10
0,2.22044604925031e-16
0,0.333333333333333
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.00110639032974988
0,1
0,0.00598226065513728
0,2.25632159509533e-06
0,0.00229171425803754
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.666666654767433
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.333254407182754
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.367282869040274
0,3.27527469002813e-08
0,3.82321676595107e-09
0,6.30303003143801e-07
0,0.666666666666667
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.333350585181745
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.320151007758517
0,0.999999999999949
0,1.10679863911835e-05
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.987361069791548
0,4.19092500380771e-08
0,0.666666667719361
0,0.0272529489451023
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.656427536124258
0,0.333333337372786
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.42943097844222e-12
1,0.666254499918923
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.998927748790947
1,0.689953685837725
1,2.22044604925031e-16
0,1
1,0.999999822602975
1,0.666671153448688
1,0.3337415741665
0,0.986340485910787
0,0.428878452640621
1,0.667039452179443
0,0.750031950431578
0,3.56566569891041e-06
1,0.333333333331865
0,0.333333340352971
1,0.333333333333333
0,0.333333333245331
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.666666666666667
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.00288187035406162
0,0.333333333335391
0,0.333333333333241
1,0.666666666666667
1,1
0,2.22044604925031e-16
0,0.604301865403198
1,2.22044604925031e-16
1,7.14022922405958e-07
0,1
1,2.22044604925031e-16
1,0.999998928529773
1,1
1,0.999999599227777
0,0.666666688518942
0,0.333333333333333
0,2.22044604925031e-16
0,0.333333333333333
1,2.22044604925031e-16
0,1
0,0.333333333333333
0,0.330589925945215
0,0.333255749991188
0,0.36327616342944
1,0.990517651520127
1,0.666668796202224
0,1
0,2.22044604925031e-16
0,1
0,0.333026372718152
0,0.998343898249787
1,0.999999975195248
1,1
0,2.22044604925031e-16
1,8.67330439049218e-06
0,3.59924792396674e-14
1,0.999998374326027
0,2.22044604925031e-16
0,2.22044604925031e-16
0,0.333336841734269
1,1.56995184149779e-08
0,1.54310512302376e-07
1,0.333333657164482
0,0.326365190194987
1,0.999999664149883
0,2.22044604925031e-16
1,1.21677916258686e-07
0,0.679587767212769
1,1
1,0.666666686390713
1,2.22044604925031e-16
1,0.660724117672804
1,0.333333361607836
1,0.333333392435178
1,0.667196019740091
