class,prediction
0,0.00813368232318598
0,0.318141392863709
0,0.211054950511502
0,0.00739472294968801
0,0.124797535810474
0,0.0524254652739756
0,0.0633874074157584
0,0.644504309773286
0,0.0797421094918695
0,0.18717065081856
0,0.16485265905795
0,0.00270491353305787
0,0.0376758235655441
0,0.185098118820777
0,0.00918893880261609
0,0.0696942989365697
0,0.123549101424786
0,0.42436933329413
0,0.0329042061978293
0,0.801181825581703
0,0.422607248598667
0,0.499015824366648
0,0.870490667814366
0,0.0167816076586378
0,0.168474302728727
0,0.792347862695985
0,0.3502407658896
0,0.438758141999914
0,0.0864906388494306
0,0.0159701913860154
0,0.0568294230773231
0,0.000621927244173349
0,0.162087938639426
0,0.000281141462266133
0,0.0505113024003561
0,0.0945836263631822
0,0.0630110889995594
0,0.00213126100249766
0,0.182223593815107
0,0.399334058744182
0,0.000531211141715131
0,0.0845809103749796
0,0.0423741577874197
0,0.0368249166411351
0,0.0421431471515568
0,0.0578730060381193
0,0.0728291086821586
0,0.00313725248457954
0,0.0213907029527925
0,0.0437600377215018
0,0.0263164230036136
0,0.125931538871044
0,0.0160189551603744
0,0.00723351272143021
0,0.0271094396213332
0,0.000166112310256516
0,0.286330932383892
0,0.137905671718489
0,0.53528988804299
0,0.123780766375348
0,0.0608289984190614
0,0.16704427256559
0,0.0342505031328112
0,0.0712023360896051
0,0.490158649333115
0,0.0875153978182374
0,0.174734597442865
0,0.098853233738564
0,0.153040140939937
0,0.16515735184548
0,0.0569915149519373
0,0.0570676451040283
0,0.429537697651851
0,0.00509888020698399
0,0.425391468895204
0,0.0541650606970024
0,0.562097312369769
0,0.734747612275583
0,0.260343480015271
0,0.420046033039852
0,0.123330169979706
0,0.451444428902068
0,0.359103929736832
0,0.0629901071705545
0,0.0324668253571635
0,0.00094806356900742
0,2.40645780579882e-07
0,0.491663279627731
0,0.933613731819067
0,0.0551391284255665
0,0.159701126428746
0,0.165854361622933
0,0.0403255125213212
0,0.0136316618322318
0,0.301336397246955
0,0.215940882743566
0,0.0013091775043966
0,0.0596496094938384
0,0.045393848316297
0,0.0181526493074772
0,0.00447248803331613
1,0.561545240307936
0,0.369681038673145
0,0.0783381545419969
0,0.0201669126264791
0,0.321091138984932
0,0.000238865292061385
0,0.0988498744018567
0,0.143036433130257
0,0.372686130054532
1,0.603770587776678
1,0.979253480636668
1,0.517611859254542
1,0.35308561823837
1,0.585580217950827
1,0.304707287011338
1,0.419209873855025
1,0.456697331993088
1,0.91138749060188
1,0.230730212814704
0,0.0309315347968035
1,0.224340677405888
1,0.897665946765976
1,0.378641832279026
1,0.00445858105670828
1,0.161690565261677
0,0.0252549638643843
0,0.995729797263468
1,0.354419687278873
0,0.0933942363768696
0,0.00942499999390845
1,0.997929652260095
1,0.131253458799999
0,0.0797811359548242
1,0.629352409857528
0,0.128481936444967
0,0.381848701305304
1,0.775789131874192
1,0.342896215487875
0,0.0133246831621994
1,0.409292695039805
1,0.57434336459308
1,0.509903391001497
1,0.667746759102214
0,0.0945913359577663
1,0.213350483795925
0,0.00810508666772909
1,0.0214146796328304
1,0.457519814964336
0,0.0453526723802497
1,0.715866096777377
0,0.0165165086251167
0,0.000939823290031171
0,0.223278580337198
1,0.689659896291307
1,0.585982174370496
0,0.0366928041789587
0,0.0104665944491652
0,0.130507659439466
0,0.310815085722059
1,0.519825994386593
1,0.637297603753295
1,0.990677236068826
0,0.0451345458258492
1,0.453124498476749
0,0.0797107280854909
1,0.533969643720196
1,0.624817659500939
0,0.120398956097889
0,0.30663263875439
1,0.00407795924312365
0,0.762430459038852
1,0.797807037403415
0,0.573475402980696
1,0.605607289347803
1,0.909939694679592
1,0.800962451620773
0,0.193656216057064
1,0.588986862684272
1,0.324942738043
1,0.316459506003753
1,0.627555929139388
1,0.75760967595805
1,0.348302821500955
1,0.585950554160032
