class,prediction
0,0.0264731440381409
0,0.440661938534279
0,0.0611111111111111
0,0.0157945736434109
0,0.432432432432432
0,0.055927324029589
0,0.0657004830917874
0,0.298918823112372
0,0.023225717764424
0,0.12723418134377
0,0.234764175940647
0,0.0275426219870664
0,0.0275032841021037
0,0.11670692431562
0,0.0208333333333333
0,0.36689267100226
0,0.333333333333333
0,0.0198459937656795
0,0.0152777777777778
0,0.501311470907318
0,0.00416666666666667
0,0.355555555555556
0,0.0272987374333937
0,0.0279193380459203
0,0.0223091723091723
0,0.276800092017483
0,0.0276860528533889
0,0.0148980441115273
0,0.0273642665321288
0,0.0269711561846393
0,0.0272334147334147
0,0.0867579908675799
0,0.0200126473979839
0,0.035178190259785
0,0.0119047619047619
0,0.0121951219512195
0,0.0277261390981806
0,0.429378531073446
0,0.026487597190442
0,0.250882069179301
0,0.0313603620832536
0,0.0269462368826116
0,0.0227635797584417
0,0.0265259510882714
0,0.0275426219870664
0,0.0236222668451584
0,0.0198045267489712
0,0.0269285366846342
0,0.0371200483388636
0,0.0192330609465441
0,0.0277777777777778
0,0.0270313577542493
0,0.0310451532574065
0,0.0205284552845528
0,0.0186063533889621
0,0.0233721624850657
0,0.027483164983165
0,0.0268879268879269
0,0.0314969604863222
0,0.0278944187438926
0,0.027030191257633
0,0
0,0.0268966167608202
0,0.0309146445068775
0,0.10345260514752
0,0.0152777777777778
0,0.0273386547239912
0,0.0185643848182548
0,0.0151963776963777
0,0.0113220543286409
0,0.0187201055583045
0,0.0245481927710843
0,0.0186662726556344
0,0.0204870113364852
0,0.704444444444444
0,0.0216680647703297
0,0.201256038647343
0,0.269247812119198
0,0.0266240589598538
0,0.0192166515524463
0,0.0315037929495761
0,0.0232734283550231
0,0.569212705475219
0,0.0201932062424073
0,0.0154054916985951
0,0.0320211292772268
0,0.0237906170135086
0,0.0219070133963751
0,0.0434782608695652
0,0.021685500016967
0,0.0321025293586269
0,0.0268028060162892
0,0.0309704985354954
0,0.0327786454459815
0,0.0268400977412241
0,0.0215171498486168
0,0.0230787885842888
0,0.0219070133963751
0,0.0218323586744639
0,0.0268630075858992
0,0.019549929676512
1,0.75177304964539
0,0.293243793243793
0,0.296098310291859
0,0.0198459937656795
0,0.313071895424837
0,0.0196967783355962
0,0.29042328042328
0,0.0166666666666667
0,0.166468135795116
1,0
1,0.293207562885224
0,0.16481652790626
1,0.118925831202046
1,0.0212019410227697
1,1
0,0.491436100131752
0,0.872727272727273
1,0.226281449477258
0,0.0243184289610063
0,0.472222222222222
1,0.0111583097340219
0,0.349014428955735
1,0.734299516908213
0,0.12231884057971
0,0.0196776435973293
0,0.0676328502415459
0,0.0851063829787234
0,0.121111111111111
0,0.0260461128843118
0,0.0227300586638648
0,0.141926683716965
0,0.129813546423135
1,0.534299516908213
1,0.666666666666667
0,0.501311470907318
0,0.193264563106796
1,0.516245170354759
1,0.443796068796069
0,0.584070091596973
1,0.0626633986928105
1,0.133809523809524
1,0.0245145631067961
1,0.311544991511036
0,0.101932367149758
0,0.0242333922088117
0,0.0275163552214915
0,0.762820512820513
1,0.962962962962963
0,0.0184142529102012
0,0.616402116402116
0,0.0228132879605773
0,0.0120481927710843
0,0.284450994841562
1,1
1,0.265614373846303
0,0.0228063188636665
0,0.0218323586744639
0,0.0870921985815603
0,0.0178134461449131
0,0.0555555555555556
1,0.19428487258801
1,0.921296296296296
0,0.0237588652482269
1,0.290255303847537
0,0.0218323586744639
1,0.202898550724638
0,0.405072463768116
0,0.0227635797584417
0,1
1,0.0245124084951999
0,0.206625980819529
1,1
0,0.478030303030303
1,0.341666666666667
0,0.00709219858156028
1,0.762820512820513
0,1
1,1
1,1
1,0.120186335403727
1,0.216349206349206
1,0.958333333333333
1,0.925925925925926
1,0.312962962962963
