class,prediction
0,0.188
0,0.222
0,0.264
0,0.194
0,0.178
0,0.182
0,0.178
0,0.256
0,0.094
0,0.214
0,0.272
0,0.108
0,0.08
0,0.136
0,0.198
0,0.142
0,0.27
0,0.102
0,0.068
0,0.194
0,0.176
0,0.344
0,0.122
0,0.074
0,0.188
0,0.332
0,0.176
0,0.054
0,0.214
0,0.202
0,0.05
0,0.202
0,0.154
0,0.15
0,0.108
0,0.118
0,0.056
0,0.176
0,0.188
0,0.126
0,0.126
0,0.136
0,0.11
0,0.07
0,0.104
0,0.148
0,0.136
0,0.07
0,0.072
0,0.098
0,0.142
0,0.08
0,0.022
0,0.078
0,0.058
0,0.162
0,0.08
0,0.098
0,0.09
0,0.154
0,0.108
0,0.078
0,0.218
0,0.138
0,0.176
0,0.076
0,0.076
0,0.12
0,0.116
0,0.08
0,0.148
0,0.132
0,0.056
0,0.104
0,0.308
0,0.092
0,0.214
0,0.274
0,0.058
0,0.054
0,0.15
0,0.242
0,0.22
0,0.178
0,0.038
0,0.082
0,0.076
0,0.074
0,0.19
0,0.17
0,0.106
0,0.052
0,0.062
0,0.064
0,0.138
0,0.092
0,0.108
0,0.07
0,0.074
0,0.02
0,0.122
1,0.882
1,0.802
1,0.75
1,0.93
1,0.736
1,0.798
1,0.71
1,0.828
1,0.894
1,0.788
1,0.914
1,0.7
1,0.764
1,0.794
1,0.838
1,0.836
1,0.878
1,0.72
1,0.76
1,0.764
1,0.836
1,0.856
1,0.74
1,0.66
1,0.788
1,0.848
1,0.73
1,0.738
1,0.734
1,0.806
1,0.888
1,0.928
1,0.908
1,0.942
1,0.916
1,0.862
1,0.728
1,0.828
1,0.838
1,0.76
1,0.866
1,0.868
1,0.886
1,0.766
1,0.902
1,0.884
1,0.854
1,0.964
1,0.836
1,0.884
1,0.91
1,0.93
1,0.904
1,0.798
1,0.914
1,0.942
1,0.794
1,0.912
1,0.886
1,0.85
1,0.846
1,0.92
1,0.92
1,0.956
1,0.846
1,0.844
1,0.93
1,0.924
1,0.9
1,0.908
1,0.856
1,0.862
1,0.932
1,0.738
1,0.918
1,0.85
1,0.856
1,0.878
1,0.918
1,0.834
1,0.802
1,0.934
1,0.914
1,0.894
