pred,obs,N,S,rowIndex,parameter,Resample
N,N,0.706952102678652,0.293047897321348,1,none,Fold01.Rep1
N,N,0.752276945234691,0.247723054765309,4,none,Fold01.Rep1
N,N,0.827944024133203,0.172055975866797,7,none,Fold01.Rep1
N,N,0.923564316763346,0.0764356832366544,8,none,Fold01.Rep1
N,N,0.706952102678652,0.293047897321348,32,none,Fold01.Rep1
N,N,0.923564316763346,0.0764356832366544,33,none,Fold01.Rep1
S,N,0.489991770810632,0.510008229189368,50,none,Fold01.Rep1
N,N,0.792647670993706,0.207352329006294,60,none,Fold01.Rep1
N,N,0.657114243631575,0.342885756368425,74,none,Fold01.Rep1
N,N,0.60355366921432,0.39644633078568,78,none,Fold01.Rep1
N,N,0.905648536449843,0.094351463550157,92,none,Fold01.Rep1
N,N,0.752276945234691,0.247723054765309,93,none,Fold01.Rep1
N,N,0.60355366921432,0.39644633078568,100,none,Fold01.Rep1
N,N,0.752276945234691,0.247723054765309,104,none,Fold01.Rep1
S,S,0.489991770810632,0.510008229189368,146,none,Fold01.Rep1
N,S,0.858306131988935,0.141693868011065,151,none,Fold01.Rep1
S,S,0.489991770810632,0.510008229189368,171,none,Fold01.Rep1
N,S,0.657114243631575,0.342885756368425,180,none,Fold01.Rep1
N,S,0.60355366921432,0.39644633078568,196,none,Fold01.Rep1
N,S,0.905648536449843,0.094351463550157,204,none,Fold01.Rep1
N,N,0.614531394580961,0.385468605419039,26,none,Fold02.Rep1
N,N,0.836667486369461,0.163332513630539,40,none,Fold02.Rep1
N,N,0.861544575606807,0.138455424393193,41,none,Fold02.Rep1
N,N,0.808315073782055,0.191684926217945,44,none,Fold02.Rep1
N,N,0.701715374786253,0.298284625213747,52,none,Fold02.Rep1
N,N,0.740778634635944,0.259221365364056,66,none,Fold02.Rep1
N,N,0.614531394580961,0.385468605419039,68,none,Fold02.Rep1
N,N,0.776356608678619,0.223643391321381,91,none,Fold02.Rep1
N,N,0.931268324475284,0.0687316755247159,105,none,Fold02.Rep1
N,N,0.519320577412521,0.480679422587479,109,none,Fold02.Rep1
N,N,0.65947151368985,0.34052848631015,110,none,Fold02.Rep1
N,N,0.740778634635944,0.259221365364056,112,none,Fold02.Rep1
N,N,0.776356608678619,0.223643391321381,120,none,Fold02.Rep1
N,N,0.740778634635944,0.259221365364056,136,none,Fold02.Rep1
N,S,0.56754960704381,0.43245039295619,168,none,Fold02.Rep1
N,S,0.614531394580961,0.385468605419039,179,none,Fold02.Rep1
N,S,0.614531394580961,0.385468605419039,184,none,Fold02.Rep1
N,S,0.740778634635944,0.259221365364056,185,none,Fold02.Rep1
N,S,0.65947151368985,0.34052848631015,189,none,Fold02.Rep1
N,S,0.519320577412521,0.480679422587479,202,none,Fold02.Rep1
N,N,0.948274258854752,0.0517257411452476,11,none,Fold03.Rep1
N,N,0.869834519478512,0.130165480521488,19,none,Fold03.Rep1
N,N,0.801373431200937,0.198626568799063,31,none,Fold03.Rep1
N,N,0.838512056038074,0.161487943961926,53,none,Fold03.Rep1
N,N,0.75815715409291,0.24184284590709,59,none,Fold03.Rep1
N,N,0.895836334613793,0.104163665386207,61,none,Fold03.Rep1
N,N,0.895836334613793,0.104163665386207,70,none,Fold03.Rep1
N,N,0.533303314174867,0.466696685825133,77,none,Fold03.Rep1
N,N,0.595249237665822,0.404750762334178,83,none,Fold03.Rep1
N,N,0.533303314174867,0.466696685825133,90,none,Fold03.Rep1
N,N,0.75815715409291,0.24184284590709,114,none,Fold03.Rep1
N,N,0.595249237665822,0.404750762334178,125,none,Fold03.Rep1
N,N,0.948274258854752,0.0517257411452476,132,none,Fold03.Rep1
N,N,0.595249237665822,0.404750762334178,133,none,Fold03.Rep1
N,N,0.801373431200937,0.198626568799063,142,none,Fold03.Rep1
N,S,0.75815715409291,0.24184284590709,152,none,Fold03.Rep1
N,S,0.988137924392406,0.0118620756075943,159,none,Fold03.Rep1
S,S,0.470313166348723,0.529686833651277,167,none,Fold03.Rep1
N,S,0.595249237665822,0.404750762334178,187,none,Fold03.Rep1
N,S,0.595249237665822,0.404750762334178,193,none,Fold03.Rep1
N,S,0.533303314174867,0.466696685825133,197,none,Fold03.Rep1
N,N,0.74368070782959,0.25631929217041,3,none,Fold04.Rep1
N,N,0.501609008944912,0.498390991055088,6,none,Fold04.Rep1
N,N,0.605858574003617,0.394141425996383,14,none,Fold04.Rep1
N,N,0.605858574003617,0.394141425996383,23,none,Fold04.Rep1
N,N,0.74368070782959,0.25631929217041,30,none,Fold04.Rep1
N,N,0.815881359232366,0.184118640767634,38,none,Fold04.Rep1
N,N,0.845592059522603,0.154407940477397,47,none,Fold04.Rep1
N,N,0.605858574003617,0.394141425996383,85,none,Fold04.Rep1
N,N,0.911790057147189,0.0882099428528115,86,none,Fold04.Rep1
N,N,0.815881359232366,0.184118640767634,88,none,Fold04.Rep1
N,N,0.845592059522603,0.154407940477397,108,none,Fold04.Rep1
N,N,0.781928148050002,0.218071851949998,121,none,Fold04.Rep1
N,N,0.815881359232366,0.184118640767634,124,none,Fold04.Rep1
N,N,0.605858574003617,0.394141425996383,135,none,Fold04.Rep1
N,N,0.605858574003617,0.394141425996383,139,none,Fold04.Rep1
N,S,0.655134744369857,0.344865255630143,163,none,Fold04.Rep1
N,S,0.501609008944912,0.498390991055088,178,none,Fold04.Rep1
N,S,0.501609008944912,0.498390991055088,186,none,Fold04.Rep1
N,S,0.605858574003617,0.394141425996383,192,none,Fold04.Rep1
N,S,0.74368070782959,0.25631929217041,199,none,Fold04.Rep1
N,S,0.815881359232366,0.184118640767634,200,none,Fold04.Rep1
N,N,0.656412156261234,0.343587843738766,34,none,Fold05.Rep1
N,N,0.811140849055841,0.188859150944159,42,none,Fold05.Rep1
N,N,0.609407542045459,0.390592457954541,43,none,Fold05.Rep1
N,N,0.840233135952265,0.159766864047735,49,none,Fold05.Rep1
N,N,0.955960451685259,0.0440395483147411,57,none,Fold05.Rep1
